Accession.Number,Genes,Protein.Description,Gan_b4_1,Gan_b4_2,Gan_b4_3,Gan_b4_4,Gan_b4_5,Gan_b4_6,Gan_b4_7,Gan_b4_8,Gan_b4_9,Gan_b4_10,Gan_b4_11,Gan_b4_12,Gan_b4_13,Gan_b4_15,Gan_b4_16,Gan_b4_17,Gan_b4_18
Q8N2F6,ARMC10,Armadillo repeat-containing protein 10 OS=Homo sapiens OX=9606 GN=ARMC10 PE=1 SV=1,334601.6328,357159.4554,349700.3804,350876.8464,334967.4384,310033.531,336774.9836,331238.4249,346217.5627,355954.4792,408329.3234,395909.8087,376814.8863,375716.5666,346518.1225,372874.5162,358576.0834
Q92499,DDX1,ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2,389858.4327,378331.462,373872.3723,365849.0469,388099.6738,410874.1525,392925.7675,396813.5019,392835.3354,391032.5206,371409.5407,360343.1975,397401.7114,405848.8247,414623.5324,410284.1298,427080.1885
Q9UH62,ARMCX3,Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens OX=9606 GN=ARMCX3 PE=1 SV=1,402153.8804,408697.1026,404739.0839,403900.8104,409561.966,405364.1687,402529.0154,404487.2873,425648.7107,386306.2799,394453.5142,395505.1322,406736.0738,420722.3676,396028.7906,398832.3864,394514.2838
Q05519,SRSF11,Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1,507061.464,493475.2591,473787.2568,478449.5807,501721.0368,490395.5374,478618.8992,503615.0617,468508.4198,529992.844,522798.3673,479497.6254,496089.692,493657.9396,492435.5308,600014.028,530564.9753
P19388,POLR2E,"DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4",427691.4616,457308.3212,445371.5786,464909.0051,439899.5912,423716.7674,375935.0032,441051.7405,395320.0835,441429.1144,421740.225,445498.6023,419024.663,405479.5459,412399.3505,405042.8612,384862.6881
Q8TB36,GDAP1,Ganglioside-induced differentiation-associated protein 1 OS=Homo sapiens OX=9606 GN=GDAP1 PE=1 SV=3,482080.3935,500171.0566,503044.0283,486375.4215,467765.7386,460942.4351,493131.9013,468808.1598,493962.9928,516634.4939,525292.7838,540047.092,495928.2247,495543.5032,477619.8381,498065.0646,484679.1479
P06753,TPM3,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2,483069.7222,415799.7788,473883.801,442623.3147,451193.305,546487.1983,614272.8866,615718.3139,653191.5355,444091.3068,515423.2514,506032.8193,455746.4033,680450.2195,579390.2755,695827.6993,569012.3658
Q7L2H7,EIF3M,Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,440133.5431,462314.8777,447007.4917,463497.0159,499376.6139,534299.8161,516958.3463,492055.8653,466109.2022,457454.8315,439808.3609,444961.9572,465822.8729,487689.9426,548876.9427,514510.8944,553369.7421
P06241,FYN,Tyrosine-protein kinase Fyn OS=Homo sapiens OX=9606 GN=FYN PE=1 SV=3,429543.6681,432196.9378,458437.3649,426518.4576,401050.7569,361290.6679,395795.0091,392653.9555,414848.0488,407504.1214,510487.9885,447530.1332,424399.2173,384771.9115,368357.7205,387473.2584,376966.1498
E9PAV3,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",800806.9503,704736.6314,737827.075,766356.3978,684894.4647,877967.4328,982315.0553,960771.0801,1102282.49,579981.5173,766454.3888,740398.1963,619844.8986,1006338.781,836605.1538,1024306.108,930168.8201
Q5C9Z4,NOM1,Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NOM1 PE=1 SV=1,116137.4816,81517.61601,77244.98976,114988.5953,149863.9098,111674.0994,166845.9134,99491.27452,65368.67142,178247.4738,135660.4417,97754.20552,138224.1184,94967.17811,82328.34875,121944.8208,126239.916
P57088,TMEM33,Transmembrane protein 33 OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=2,966264.2267,1010906.11,910708.6964,1005790.942,1081600.925,1135359.619,1019520.303,963382.3018,957332.9599,921216.3684,884787.1883,970848.9903,882214.4773,945804.6079,994422.0458,964100.4375,966742.6164
Q9NP81,SARS2,"Serine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=SARS2 PE=1 SV=1",517412.7197,528120.887,500532.3675,533579.2156,557527.0606,537228.2929,513791.0006,510217.6565,459480.6241,535008.8849,462716.7071,518781.882,497573.5323,480076.9487,546846.8262,493328.7599,532717.96
P08138,NGFR,Tumor necrosis factor receptor superfamily member 16 OS=Homo sapiens OX=9606 GN=NGFR PE=1 SV=1,118388.5938,181091.7692,123215.8731,150838.1447,141400.6004,141682.5065,144410.0968,181032.5388,173570.6579,191974.5193,151614.8736,210767.6728,186226.0686,287966.1012,240997.586,191023.8415,237106.4001
O00519,FAAH,Fatty-acid amide hydrolase 1 OS=Homo sapiens OX=9606 GN=FAAH PE=1 SV=2,139864.3558,139735.7,155137.6847,138064.9319,137489.602,137263.2796,162043.8902,135446.264,170303.3932,156039.825,168029.8371,168523.3302,135999.5394,151419.3768,150601.2856,153757.6003,130296.8296
Q6ZS17,RIPOR1,Rho family-interacting cell polarization regulator 1 OS=Homo sapiens OX=9606 GN=RIPOR1 PE=1 SV=1,110127.5287,102954.3067,97320.03104,107492.0192,111261.0477,144123.1521,132780.0256,110090.9323,97774.92101,76602.92365,89516.90802,75117.69506,95414.5442,92145.77196,97510.8476,110827.0225,92370.76462
O15372,EIF3H,Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1,326997.2325,328105.2868,323977.9049,331169.6287,325963.7234,369848.6438,366569.8602,352844.6244,347598.095,337017.3257,344668.3822,341729.7537,344762.708,357825.1336,396650.1008,391518.6455,385413.9059
O00411,POLRMT,"DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2",109585.0091,128685.8071,108926.5446,106582.0713,128983.84,118943.4659,112142.5648,114478.8568,97593.11962,119363.7785,103661.9653,115453.0351,114499.3252,86117.66218,97712.07214,91007.7171,98075.83277
Q8N5C6,SRBD1,S1 RNA-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SRBD1 PE=1 SV=2,137565.1341,166329.2204,135801.0421,148251.8405,144785.239,135567.519,129420.4775,159831.1371,125779.4839,155210.9848,134395.136,132677.6561,159660.2904,152277.1956,125762.8115,110567.6001,126950.5456
P13639,EEF2,Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,987493.7352,941689.299,938423.4114,930294.5827,951547.3779,983368.2909,927509.0995,928229.6268,913695.5701,1002203.072,918306.1806,890428.8522,993205.9991,965323.9149,998372.6035,920565.87,994114.2951
P40222,TXLNA,Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3,203236.5713,204027.0652,209922.6898,211738.0318,205379.6345,204019.1493,233162.6689,231802.0918,268127.5225,200231.3816,203149.4834,204238.2704,211704.3496,264528.7935,241091.6275,229541.2965,250589.4775
P35250,RFC2,Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3,282024.9834,268971.0724,263931.8833,289944.6143,293746.2411,283034.467,250998.7763,265667.9459,229740.9618,299649.345,242158.8519,248038.6204,286764.7125,267421.8627,262033.9539,222699.7688,250931.1032
Q9HC38,GLOD4,Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1,410085.9356,372528.7423,427745.3676,406332.873,358174.7573,409243.7065,455124.4053,461999.8123,556885.1456,295823.239,404476.5983,414283.7465,329439.8163,476878.5413,335539.3044,474739.6064,418581.1403
O75063,FAM20B,Glycosaminoglycan xylosylkinase OS=Homo sapiens OX=9606 GN=FAM20B PE=1 SV=1,217376.1569,211800.9258,218552.734,236481.7762,211299.8291,222836.1338,230692.8092,224783.1129,189274.0288,241221.521,212818.2976,220100.5958,208252.4568,217188.2419,192311.8471,197825.4962,185069.9831
Q5SY16,NOL9,Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1,373103.5755,381751.5979,350214.2314,355185.6241,365181.0684,358938.694,304559.5093,325903.7586,277798.066,383136.0493,323769.887,298955.8984,366011.3065,310590.0937,330675.1806,289512.0136,324013.5845
Q5SNT2,TMEM201,Transmembrane protein 201 OS=Homo sapiens OX=9606 GN=TMEM201 PE=1 SV=1,209978.1827,201422.1867,212117.2729,194919.1013,208422.7579,168360.9524,181595.2153,172045.5695,176698.7061,222356.3708,191015.1895,224014.0012,202179.2384,173979.7041,186140.483,167445.7218,174514.2961
Q9H2W6,MRPL46,"39S ribosomal protein L46, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL46 PE=1 SV=1",347551.3251,387477.2038,382467.9149,378331.0017,362932.7911,323192.7478,313366.0095,366798.7559,333569.6188,435831.563,384600.9925,412188.5346,401816.2808,374928.8976,333209.0686,307618.7584,312162.6944
Q9HBM0,VEZT,Vezatin OS=Homo sapiens OX=9606 GN=VEZT PE=1 SV=3,108770.302,129234.0465,138973.6522,99598.34644,126833.2448,118544.7696,115687.2254,120731.8421,119516.3638,97576.59095,103565.3842,144056.018,103919.0729,139827.706,127355.549,140811.1928,111222.1843
Q1KMD3,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1,801447.1989,825161.566,812539.687,787393.9026,818863.5868,729862.1093,702651.7871,732478.072,662075.8951,854866.4621,841207.6095,780826.9812,846630.2111,707098.4249,731885.6279,737639.8311,741567.1802
Q9P0J1,PDP1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PDP1 PE=1 SV=3",189858.3073,197834.0315,200008.4934,202149.8588,203812.0175,205134.7982,198268.2593,191546.0076,185157.9058,208180.5759,197931.1626,214304.2662,203457.9537,183617.8884,209216.6132,207918.745,201912.979
O60683,PEX10,Peroxisome biogenesis factor 10 OS=Homo sapiens OX=9606 GN=PEX10 PE=1 SV=1,155835.8702,158956.772,165667.3435,152609.3061,172415.734,147669.7258,143923.3313,168666.4266,128178.9876,179441.4608,150589.9238,167431.3861,142308.5952,131291.3069,135229.2,132447.9327,124246.0503
Q15048,LRRC14,Leucine-rich repeat-containing protein 14 OS=Homo sapiens OX=9606 GN=LRRC14 PE=1 SV=1,96070.15268,102632.6019,96382.66086,100042.4088,107903.1428,116503.4494,115617.1865,111446.2398,100373.4911,101213.4319,94696.74195,83419.12129,96896.11888,105112.4935,108344.7938,112265.1207,109343.1119
Q8NF91,SYNE1,Nesprin-1 OS=Homo sapiens OX=9606 GN=SYNE1 PE=1 SV=4,156714.1724,151572.6122,160557.8464,181058.2199,138158.004,183302.9432,136559.2297,164441.1174,163462.8123,161792.1067,175965.5458,162296.5526,163442.8975,161015.052,148928.3773,137534.76,149534.132
P06865,HEXA,Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2,328653.612,340195.9794,326280.2179,351488.9343,326566.0025,336962.0668,320552.6234,330127.1588,336482.4094,357193.351,339514.7977,318206.78,360545.0701,301107.7311,312489.0259,300661.3175,300021.734
Q13426,XRCC4,DNA repair protein XRCC4 OS=Homo sapiens OX=9606 GN=XRCC4 PE=1 SV=2,208782.6272,173232.708,137650.0807,195956.7732,188643.9387,169830.3809,134299.4215,150003.9796,139677.783,145637.606,192140.4792,124449.3181,188966.3244,118674.8018,124268.0665,116158.4507,135442.7688
Q14534,SQLE,Squalene monooxygenase OS=Homo sapiens OX=9606 GN=SQLE PE=1 SV=3,464326.854,477987.3659,476244.3759,476920.8863,462452.2792,448480.2723,482061.439,445641.6983,531125.7057,498231.5514,464069.4736,520160.1224,470854.6152,502966.6457,455693.7711,433125.0625,390935.4938
Q9UM22,EPDR1,Mammalian ependymin-related protein 1 OS=Homo sapiens OX=9606 GN=EPDR1 PE=1 SV=2,375066.0164,348507.2855,335375.0537,357993.7574,336413.9686,411914.6338,385517.4452,375992.4508,384349.6795,302598.6037,230025.2787,308745.5805,244363.9482,265045.7267,311637.7547,275815.5538,276865.376
Q9NY61,AATF,Protein AATF OS=Homo sapiens OX=9606 GN=AATF PE=1 SV=1,190923.1693,208765.5897,209290.2597,212304.7303,187275.5567,173401.9233,167863.2491,179727.6805,186203.5116,243124.0555,196995.1786,188580.7846,213018.4507,198088.2931,186298.8761,169814.9212,189708.6229
Q03701,CEBPZ,CCAAT/enhancer-binding protein zeta OS=Homo sapiens OX=9606 GN=CEBPZ PE=1 SV=3,183750.1478,193502.1734,180204.3698,183977.052,187159.1842,167863.7407,152199.1879,155207.4464,126842.6273,179590.2478,142085.0157,146885.2587,181496.3815,146496.6486,143404.1118,135103.3723,153320.5598
Q01518,CAP1,Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5,704693.6508,638448.3495,678159.2142,672502.0687,627761.7907,692311.2037,754394.9014,780238.5472,870979.2179,598083.2466,732893.2492,702969.5778,644583.8247,817484.3635,701748.099,798428.7168,765595.6887
Q567V2,MPV17L2,Mpv17-like protein 2 OS=Homo sapiens OX=9606 GN=MPV17L2 PE=1 SV=2,266737.3533,258390.6929,293665.4071,281565.6284,279848.7271,246861.4266,260836.0985,219120.5178,203275.8082,240380.3464,312841.9618,272382.1355,302114.5037,252119.2429,247493.8182,238919.2347,219399.5316
Q96RL7,VPS13A,Intermembrane lipid transfer protein VPS13A OS=Homo sapiens OX=9606 GN=VPS13A PE=1 SV=2,103538.859,100200.2915,109937.6313,111695.1367,99529.85595,110268.1725,129122.2207,107577.9592,114934.5197,93279.33222,99922.50053,98898.39311,98247.6177,114122.191,105020.8943,113214.6363,106984.0779
Q9Y5B6,PAXBP1,PAX3- and PAX7-binding protein 1 OS=Homo sapiens OX=9606 GN=PAXBP1 PE=1 SV=2,217785.3976,245831.0452,236354.5005,222609.5669,226994.3031,223077.2306,214426.3302,222846.6225,180505.0838,236617.1962,201565.3586,210513.7941,232306.9096,231215.1763,210415.2123,199675.2501,191590.0164
Q15785,TOMM34,Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,200606.775,198692.7133,206786.1664,209549.2315,209274.2345,220222.7305,196533.5645,193033.6082,203973.4943,220367.7285,176926.8237,195347.3217,201265.2562,239249.1129,266489.7605,230015.1377,240299.8271
Q9Y6D5,ARFGEF2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens OX=9606 GN=ARFGEF2 PE=1 SV=3,152877.3611,156040.832,142300.893,164490.8022,161982.1483,149563.309,163145.6454,148925.8291,159126.3844,138100.1418,141420.6652,141946.0724,143322.4177,148828.2398,161149.6758,140010.9858,141309.9909
Q9BSJ5,C17orf80,Uncharacterized protein C17orf80 OS=Homo sapiens OX=9606 GN=C17orf80 PE=1 SV=2,111972.3164,124901.798,135248.0132,128661.1033,80613.92715,103612.9979,101040.0813,108175.1871,110603.1838,127761.6567,106535.7601,129328.3839,122632.7919,83791.07685,109447.429,107488.3673,99431.95688
O95870,ABHD16A,Phosphatidylserine lipase ABHD16A OS=Homo sapiens OX=9606 GN=ABHD16A PE=1 SV=3,359044.7981,350588.0254,351848.0935,346268.1301,360935.7373,353809.6532,365211.1307,339662.2063,347848.9728,344228.8238,326569.158,358235.7718,345774.1807,332805.8921,363821.4544,361044.8404,336201.1817
O43776,NARS1,"Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1",621202.5688,602517.8136,616628.4079,591114.1334,626139.2761,678165.0313,656813.0631,625204.7484,612237.4117,599301.5668,526181.6695,552341.1162,595079.8842,602012.1631,681468.164,631357.5665,648566.4027
Q16134,ETFDH,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=ETFDH PE=1 SV=2",363120.5354,377960.6878,361524.3674,378105.1358,381956.4861,359521.2898,369920.3481,375929.9702,350778.3167,375284.3921,359934.285,355238.7645,348631.1165,332951.3686,375016.7035,356470.9992,343741.8148
Q4G0N4,NADK2,"NAD kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=NADK2 PE=1 SV=2",337450.3606,335955.9463,323757.9413,337492.8658,316841.6314,329923.5361,327748.0815,318369.2471,308614.2718,353632.7344,328599.8327,358717.5241,339104.6813,329782.505,354281.8544,338631.3696,320892.6923
Q9P260,RELCH,RAB11-binding protein RELCH OS=Homo sapiens OX=9606 GN=RELCH PE=1 SV=2,200118.6639,185300.6537,188218.8181,194482.4321,189936.435,202225.9475,216438.7209,216530.7921,239123.5484,155905.9033,191775.8254,176644.3458,171361.5596,199754.8893,203772.2032,209517.1929,184268.9441
Q6IAA8,LAMTOR1,Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2,467168.9551,461993.7583,486934.5622,465433.5748,468280.6193,479936.7841,497292.9438,467305.0087,446841.8529,488971.7851,526330.2379,479355.9253,460103.2973,426435.7027,457871.1343,511221.1151,451045.4266
Q8IYK4,COLGALT2,Procollagen galactosyltransferase 2 OS=Homo sapiens OX=9606 GN=COLGALT2 PE=1 SV=1,153049.8425,164847.4197,171943.5122,168696.2011,188679.8711,188334.8488,170925.5468,176585.1777,155076.5232,218397.1933,179619.2882,187112.1699,191822.1115,178209.4067,185564.6862,179582.766,184105.72
P40937,RFC5,Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1,321533.9064,335404.7756,321953.5238,331098.3246,340589.6385,331916.2276,286827.4412,304717.0604,267830.2901,344388.5292,294817.7068,288116.1858,323524.9835,290763.6721,316982.9947,260709.1668,301293.8449
Q7L576,CYFIP1,Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,224535.6092,204748.8985,206552.9257,215140.9972,218296.187,235043.9711,230797.6886,214792.3499,220216.327,226026.0617,210677.6914,201297.1115,232224.33,224044.8416,247328.2973,241861.3926,257470.3228
Q96JC1,VPS39,Vam6/Vps39-like protein OS=Homo sapiens OX=9606 GN=VPS39 PE=1 SV=2,158664.7836,159783.4224,153184.1337,163117.5505,152507.0832,142310.8077,131312.3301,147955.95,153780.2735,158315.1807,136333.2122,156726.7572,146303.5961,158908.9895,151760.1995,150694.3587,149106.4954
Q14746,COG2,Conserved oligomeric Golgi complex subunit 2 OS=Homo sapiens OX=9606 GN=COG2 PE=1 SV=1,169545.8534,175619.8349,163115.5034,180655.2449,200723.8657,185197.2018,180076.6833,180013.8907,166626.0279,177147.0702,163008.5447,181102.9863,188309.2568,166055.1412,198796.7023,182697.5941,182543.7888
Q9H330,TMEM245,Transmembrane protein 245 OS=Homo sapiens OX=9606 GN=TMEM245 PE=1 SV=3,159081.3379,167684.6536,158258.8206,164281.865,159498.6282,166424.2378,162973.6699,159417.7167,167853.4524,178523.6806,165739.3921,187389.7434,172705.0939,162750.4566,167374.1119,154076.219,166837.7494
Q02413,DSG1,Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2,,288211.4308,,,122535.6265,138804.7535,98222.48552,149231.7991,140590.5043,,502237.8422,136633.0905,,642890.3478,363794.1126,208650.8468,131148.749
Q9Y4A5,TRRAP,Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3,139357.9538,150230.1834,136021.1445,143050.917,149667.3282,138953.163,133977.9675,126250.6618,110543.0862,132944.7403,125378.4901,126571.5934,133892.2174,113166.1969,128139.9489,121483.2606,126524.4757
O96005,CLPTM1,Putative lipid scramblase CLPTM1 OS=Homo sapiens OX=9606 GN=CLPTM1 PE=1 SV=1,245391.316,248751.5897,273033.6195,278067.2582,224026.7038,221907.3865,233698.1009,203948.5331,262706.2084,258786.146,260048.1403,268545.1089,265196.3953,226177.6047,210975.2577,175201.0548,198184.7873
Q8WWQ0,PHIP,PH-interacting protein OS=Homo sapiens OX=9606 GN=PHIP PE=1 SV=2,227282.2968,240009.1829,222783.3184,234385.1854,244885.498,242684.9874,208565.0442,201749.3367,175598.7281,265944.3036,215065.2695,221864.3672,240929.4147,205146.0201,228824.3021,196320.3628,211595.3833
Q9NZJ4,SACS,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,148952.586,150499.158,145693.9203,144398.3248,148742.068,158169.4606,163236.9263,163342.3496,164003.3075,133872.5382,151904.1533,141600.7406,156503.156,157070.3892,166010.7672,167010.3533,166905.9309
Q0VDG4,SCRN3,Secernin-3 OS=Homo sapiens OX=9606 GN=SCRN3 PE=1 SV=1,286966.2557,273354.6667,276172.4858,282480.228,273303.284,279606.7289,288130.607,310650.9606,323172.9462,237408.7997,278855.8294,269287.1327,268798.2351,334553.6132,257166.5454,307022.6104,296510.2649
Q63HM9,PLCXD3,PI-PLC X domain-containing protein 3 OS=Homo sapiens OX=9606 GN=PLCXD3 PE=1 SV=2,323338.1326,336697.4455,382631.388,362897.8264,317601.7409,346787.0068,414547.5004,389439.8778,472697.8525,277960.9353,424634.4738,375066.301,328817.8072,398762.0735,165805.587,319505.1976,347172.4979
Q6YN16,HSDL2,Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens OX=9606 GN=HSDL2 PE=1 SV=1,184682.8851,204264.5696,216016.0031,215602.9713,184932.3724,165142.7524,179115.324,209401.6813,166883.943,217288.6308,168695.931,202078.8397,185605.9205,207871.7965,203185.1247,196535.8109,192443.5903
Q9Y397,ZDHHC9,Palmitoyltransferase ZDHHC9 OS=Homo sapiens OX=9606 GN=ZDHHC9 PE=1 SV=2,122679.3001,170527.4766,130313.8731,169101.7149,108629.1204,175061.0878,176851.5331,151287.2656,238565.607,172974.2806,168285.433,154700.1307,147316.5203,253254.2764,175452.8485,164748.8033,140784.6454
O94760,DDAH1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens OX=9606 GN=DDAH1 PE=1 SV=3",603933.0917,512934.0077,658207.7054,602604.1571,493265.7922,483297.203,624019.4883,623242.0502,794513.3442,375507.1285,685844.3413,526808.7326,460851.3288,523918.4509,298488.5913,543941.1004,417874.25
Q56VL3,OCIAD2,OCIA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=OCIAD2 PE=1 SV=1,394542.3155,395239.0368,388480.7927,373433.4303,363322.6532,337308.1976,339833.5538,361351.1951,365755.7109,396261.2283,442564.9784,419845.5032,373145.0209,394953.9239,356705.1081,390167.0823,376336.8693
